review,polarity,division
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
This product is fine It is not amazing but it gets the job done and is reasonably priced,0,neutral
I did not have any strong feelings about this product one way or the other. It is functional but not particularly exciting,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
I did not have any strong feelings about this product one way or the other. It is functional but not particularly exciting,0,neutral
I did not have any strong feelings about this product one way or the other. It is functional but not particularly exciting,0,neutral
I did not have any strong feelings about this product one way or the other. It is functional but not particularly exciting,0,neutral
I did not have any strong feelings about this product one way or the other. It is functional but not particularly exciting,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
This product was just okay It did not really stand out in any way but it also did not have any major flaws,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
It was okay,0,neutral
No major flaws,0,neutral
No major flaws,0,neutral
No major flaws,0,neutral
Average product,0,neutral
Average product,0,neutral
Average product,0,neutral
Average product,0,neutral
Average product,0,neutral
Average product,0,neutral
Average product,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
it does not offer anything particularly special or unique,0,neutral
The product is not bad,0,neutral
The product is not bad,0,neutral
The product is not bad,0,neutral
The product is not bad,0,neutral
The product is not bad,0,neutral
The product is not bad,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I was pretty neutral about this laptop It did not blow me away but it also did not disappoint me.,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
I'm neither thrilled nor disappointed by this product,0,neutral
it not terrible,0,neutral
it not terrible,0,neutral
it not terrible,0,neutral
it not terrible,0,neutral
it not terrible,0,neutral
it not terrible,0,neutral
it not particularly terrible,0,neutral
I am extremely satisfied with this product! It's exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product! It's exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product! It's exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product! It's exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product! It's exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product It is exactly what I was looking for and has exceeded my expectations in every way,1,positive
I am extremely satisfied with this product It is exactly what I was looking for and has exceeded my expectations in every way,1,positive
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
This product is a complete disaster.,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
It is poorly made,-1,negative
